Year,Month,yday,date,Tide range (m)
2017,8,30,8/30/2017,0.464
2017,8,31,8/31/2017,0.489
2017,9,1,9/1/2017,0.526
2017,9,2,9/2/2017,0.553
2017,9,3,9/3/2017,0.627
2017,9,4,9/4/2017,0.683
2017,9,5,9/5/2017,0.691
2017,9,6,9/6/2017,0.731
2017,9,7,9/7/2017,0.733
2017,9,8,9/8/2017,0.786
2017,9,9,9/9/2017,1.001
2017,9,10,9/10/2017,0.996
2017,9,11,9/11/2017,0.731
2017,9,12,9/12/2017,0.693
2017,9,13,9/13/2017,0.731
2017,9,14,9/14/2017,0.714
2017,9,15,9/15/2017,0.669
2017,9,16,9/16/2017,0.692
2017,9,17,9/17/2017,0.712
2017,9,18,9/18/2017,0.768
2017,9,19,9/19/2017,0.802
2017,9,20,9/20/2017,0.787
2017,9,21,9/21/2017,0.767
2017,9,22,9/22/2017,0.763
2017,9,23,9/23/2017,0.7
2017,9,24,9/24/2017,0.626
2017,9,25,9/25/2017,0.603
2017,9,26,9/26/2017,0.594
2017,9,27,9/27/2017,0.531
2017,9,28,9/28/2017,0.502
2017,9,29,9/29/2017,0.498
2017,9,30,9/30/2017,0.497
2017,10,1,10/1/2017,0.556
2017,10,2,10/2/2017,0.593
2017,10,3,10/3/2017,0.662
2017,10,4,10/4/2017,0.764
2017,10,5,10/5/2017,0.815
2017,10,6,10/6/2017,0.831
2017,10,7,10/7/2017,0.862
2017,10,8,10/8/2017,0.845
2017,10,9,10/9/2017,0.783
2017,10,10,10/10/2017,0.758
2017,10,11,10/11/2017,0.711
2017,10,12,10/12/2017,0.672
2017,10,13,10/13/2017,0.636
2017,10,14,10/14/2017,0.653
2017,10,15,10/15/2017,0.677
2017,10,16,10/16/2017,0.709
2017,10,17,10/17/2017,0.741
2017,10,18,10/18/2017,0.743
2017,10,19,10/19/2017,0.785
2017,10,20,10/20/2017,0.82
2017,10,21,10/21/2017,0.74
2017,10,22,10/22/2017,0.683
2017,10,23,10/23/2017,0.641
2017,10,24,10/24/2017,0.602
2017,10,25,10/25/2017,0.544
2017,10,26,10/26/2017,0.524
2017,10,27,10/27/2017,0.487
2017,10,28,10/28/2017,0.465
2017,10,29,10/29/2017,0.586
2017,10,30,10/30/2017,0.57
2017,10,31,10/31/2017,0.565
2017,11,1,11/1/2017,0.763
2017,11,2,11/2/2017,0.723
2017,11,3,11/3/2017,0.818
2017,11,4,11/4/2017,0.907
2017,11,5,11/5/2017,0.934
2017,11,6,11/6/2017,0.861
2017,11,7,11/7/2017,0.884
2017,11,8,11/8/2017,0.842
2017,11,9,11/9/2017,0.73
2017,11,10,11/10/2017,0.667
2017,11,11,11/11/2017,0.628
2017,11,12,11/12/2017,0.634
2017,11,13,11/13/2017,0.701
2017,11,14,11/14/2017,0.683
2017,11,15,11/15/2017,0.746
2017,11,16,11/16/2017,0.736
2017,11,17,11/17/2017,0.73
2017,11,18,11/18/2017,0.752
2017,11,19,11/19/2017,0.701
2017,11,20,11/20/2017,0.708
2017,11,21,11/21/2017,0.641
2017,11,22,11/22/2017,0.589
2017,11,23,11/23/2017,0.586
2017,11,24,11/24/2017,0.526
2017,11,25,11/25/2017,0.522
2017,11,26,11/26/2017,0.478
2017,11,27,11/27/2017,0.483
2017,11,28,11/28/2017,0.556
2017,11,29,11/29/2017,0.607
2017,11,30,11/30/2017,0.728
2017,12,1,12/1/2017,0.785
2017,12,2,12/2/2017,0.866
2017,12,3,12/3/2017,0.935
2017,12,4,12/4/2017,0.959
2017,12,5,12/5/2017,0.92
2017,12,6,12/6/2017,0.914
2017,12,7,12/7/2017,0.861
2017,12,8,12/8/2017,0.775
2017,12,9,12/9/2017,0.814
2017,12,10,12/10/2017,0.674
2017,12,11,12/11/2017,0.632
2017,12,12,12/12/2017,0.696
2017,12,13,12/13/2017,0.628
2017,12,14,12/14/2017,0.654
2017,12,15,12/15/2017,0.685
2017,12,16,12/16/2017,0.662
2017,12,17,12/17/2017,0.699
2017,12,18,12/18/2017,0.689
2017,12,19,12/19/2017,0.653
2017,12,20,12/20/2017,0.649
2017,12,21,12/21/2017,0.645
2017,12,22,12/22/2017,0.597
2017,12,23,12/23/2017,0.575
2017,12,24,12/24/2017,0.546
2017,12,25,12/25/2017,0.529
2017,12,26,12/26/2017,0.571
2017,12,27,12/27/2017,0.569
2017,12,28,12/28/2017,0.644
2017,12,29,12/29/2017,0.657
2017,12,30,12/30/2017,0.767
2017,12,31,12/31/2017,0.837
2018,1,1,1/1/2018,0.921
2018,1,2,1/2/2018,0.98
2018,1,3,1/3/2018,0.945
2018,1,4,1/4/2018,0.881
2018,1,5,1/5/2018,0.867
2018,1,6,1/6/2018,0.798
2018,1,7,1/7/2018,0.669
2018,1,8,1/8/2018,0.635
2018,1,9,1/9/2018,0.592
2018,1,10,1/10/2018,0.579
2018,1,11,1/11/2018,0.591
2018,1,12,1/12/2018,0.57
2018,1,13,1/13/2018,0.544
2018,1,14,1/14/2018,0.62
2018,1,15,1/15/2018,0.727
2018,1,16,1/16/2018,0.66
2018,1,17,1/17/2018,0.65
2018,1,18,1/18/2018,0.704
2018,1,19,1/19/2018,0.663
2018,1,20,1/20/2018,0.647
2018,1,21,1/21/2018,0.623
2018,1,22,1/22/2018,0.607
2018,1,23,1/23/2018,0.607
2018,1,24,1/24/2018,0.61
2018,1,25,1/25/2018,0.549
2018,1,26,1/26/2018,0.616
2018,1,27,1/27/2018,0.658
2018,1,28,1/28/2018,0.678
2018,1,29,1/29/2018,0.768
2018,1,30,1/30/2018,0.842
2018,1,31,1/31/2018,0.94
2018,2,1,2/1/2018,0.906
2018,2,2,2/2/2018,0.817
2018,2,3,2/3/2018,0.847
2018,2,4,2/4/2018,0.785
2018,2,5,2/5/2018,0.732
2018,2,6,2/6/2018,0.608
2018,2,7,2/7/2018,0.624
2018,2,8,2/8/2018,0.507
2018,2,9,2/9/2018,0.468
2018,2,10,2/10/2018,0.539
2018,2,11,2/11/2018,0.542
2018,2,12,2/12/2018,0.482
2018,2,13,2/13/2018,0.636
2018,2,14,2/14/2018,0.58
2018,2,15,2/15/2018,0.715
2018,2,16,2/16/2018,0.645
2018,2,17,2/17/2018,0.699
2018,2,18,2/18/2018,0.683
2018,2,19,2/19/2018,0.67
2018,2,20,2/20/2018,0.704
2018,2,21,2/21/2018,0.679
2018,2,22,2/22/2018,0.645
2018,2,23,2/23/2018,0.623
2018,2,24,2/24/2018,0.562
2018,2,25,2/25/2018,0.738
2018,2,26,2/26/2018,0.652
2018,2,27,2/27/2018,0.81
2018,2,28,2/28/2018,0.851
2018,3,1,3/1/2018,0.87
2018,3,2,3/2/2018,0.917
2018,3,3,3/3/2018,0.842
2018,3,4,3/4/2018,0.824
2018,3,5,3/5/2018,0.741
2018,3,6,3/6/2018,0.71
2018,3,7,3/7/2018,0.644
2018,3,8,3/8/2018,0.528
2018,3,9,3/9/2018,0.494
2018,3,10,3/10/2018,0.515
2018,3,11,3/11/2018,0.512
2018,3,12,3/12/2018,0.555
2018,3,13,3/13/2018,0.6
2018,3,14,3/14/2018,0.579
2018,3,15,3/15/2018,0.631
2018,3,16,3/16/2018,0.684
2018,3,17,3/17/2018,0.702
2018,3,18,3/18/2018,0.78
2018,3,19,3/19/2018,0.757
2018,3,20,3/20/2018,0.752
2018,3,21,3/21/2018,0.79
2018,3,22,3/22/2018,0.636
2018,3,23,3/23/2018,0.659
2018,3,24,3/24/2018,0.608
2018,3,25,3/25/2018,0.633
2018,3,26,3/26/2018,0.612
2018,3,27,3/27/2018,0.659
2018,3,28,3/28/2018,0.702
2018,3,29,3/29/2018,0.768
2018,3,30,3/30/2018,0.808
2018,3,31,3/31/2018,0.845
2018,4,1,4/1/2018,0.82
2018,4,2,4/2/2018,0.806
2018,4,3,4/3/2018,0.744
2018,4,4,4/4/2018,0.714
2018,4,5,4/5/2018,0.615
2018,4,6,4/6/2018,0.558
2018,4,7,4/7/2018,0.562
2018,4,8,4/8/2018,0.497
2018,4,9,4/9/2018,0.508
2018,4,10,4/10/2018,0.432
2018,4,11,4/11/2018,0.471
2018,4,12,4/12/2018,0.546
2018,4,13,4/13/2018,0.634
2018,4,14,4/14/2018,0.722
2018,4,15,4/15/2018,0.743
2018,4,16,4/16/2018,0.767
2018,4,17,4/17/2018,0.836
2018,4,18,4/18/2018,0.846
2018,4,19,4/19/2018,0.776
2018,4,20,4/20/2018,0.729
2018,4,21,4/21/2018,0.757
2018,4,22,4/22/2018,0.641
2018,4,23,4/23/2018,0.651
2018,4,24,4/24/2018,0.647
2018,4,25,4/25/2018,0.654
2018,4,26,4/26/2018,0.684
2018,4,27,4/27/2018,0.727
2018,4,28,4/28/2018,0.767
2018,4,29,4/29/2018,0.764
2018,4,30,4/30/2018,0.738
2018,5,1,5/1/2018,0.723
2018,5,2,5/2/2018,0.694
2018,5,3,5/3/2018,0.667
2018,5,4,5/4/2018,0.595
2018,5,5,5/5/2018,0.554
2018,5,6,5/6/2018,0.575
2018,5,7,5/7/2018,0.486
2018,5,8,5/8/2018,0.453
2018,5,9,5/9/2018,0.457
2018,5,10,5/10/2018,0.512
2018,5,11,5/11/2018,0.557
2018,5,12,5/12/2018,0.657
2018,5,13,5/13/2018,0.736
2018,5,14,5/14/2018,0.787
2018,5,15,5/15/2018,0.795
2018,5,16,5/16/2018,0.841
2018,5,17,5/17/2018,0.843
2018,5,18,5/18/2018,0.788
2018,5,19,5/19/2018,0.787
2018,5,20,5/20/2018,0.709
2018,5,21,5/21/2018,0.667
2018,5,22,5/22/2018,0.618
2018,5,23,5/23/2018,0.585
2018,5,24,5/24/2018,0.627
2018,5,25,5/25/2018,0.621
2018,5,26,5/26/2018,0.705
2018,5,27,5/27/2018,0.68
2018,5,28,5/28/2018,0.66
2018,5,29,5/29/2018,0.696
2018,5,30,5/30/2018,0.674
2018,5,31,5/31/2018,0.668
2018,6,1,6/1/2018,0.647
2018,6,2,6/2/2018,0.566
2018,6,3,6/3/2018,0.551
2018,6,4,6/4/2018,0.553
2018,6,5,6/5/2018,0.477
2018,6,6,6/6/2018,0.49
2018,6,7,6/7/2018,0.524
2018,6,8,6/8/2018,0.541
2018,6,9,6/9/2018,0.615
2018,6,10,6/10/2018,0.684
2018,6,11,6/11/2018,0.768
2018,6,12,6/12/2018,0.827
2018,6,13,6/13/2018,0.854
2018,6,14,6/14/2018,0.894
2018,6,15,6/15/2018,0.862
2018,6,16,6/16/2018,0.836
2018,6,17,6/17/2018,0.814
2018,6,18,6/18/2018,0.772
2018,6,19,6/19/2018,0.708
2018,6,20,6/20/2018,0.662
2018,6,21,6/21/2018,0.649
2018,6,22,6/22/2018,0.627
2018,6,23,6/23/2018,0.645
2018,6,24,6/24/2018,0.683
2018,6,25,6/25/2018,0.661
2018,6,26,6/26/2018,0.691
2018,6,27,6/27/2018,0.684
2018,6,28,6/28/2018,0.683
2018,6,29,6/29/2018,0.667
2018,6,30,6/30/2018,0.633
2018,7,1,7/1/2018,0.639
2018,7,2,7/2/2018,0.556
2018,7,3,7/3/2018,0.582
2018,7,4,7/4/2018,0.586
2018,7,5,7/5/2018,0.546
2018,7,6,7/6/2018,0.52
2018,7,7,7/7/2018,0.555
2018,7,8,7/8/2018,0.623
2018,7,9,7/9/2018,0.684
2018,7,10,7/10/2018,0.738
2018,7,11,7/11/2018,0.844
2018,7,12,7/12/2018,0.852
2018,7,13,7/13/2018,0.927
2018,7,14,7/14/2018,0.894
2018,7,15,7/15/2018,0.883
2018,7,16,7/16/2018,0.845
2018,7,17,7/17/2018,0.745
2018,7,18,7/18/2018,0.677
2018,7,19,7/19/2018,0.66
2018,7,20,7/20/2018,0.636
2018,7,21,7/21/2018,0.598
2018,7,22,7/22/2018,0.597
2018,7,23,7/23/2018,0.608
2018,7,24,7/24/2018,0.629
2018,7,25,7/25/2018,0.619
2018,7,26,7/26/2018,0.627
2018,7,27,7/27/2018,0.664
2018,7,28,7/28/2018,0.636
2018,7,29,7/29/2018,0.621
2018,7,30,7/30/2018,0.635
2018,7,31,7/31/2018,0.609
2018,8,1,8/1/2018,0.586
2018,8,2,8/2/2018,0.582
2018,8,3,8/3/2018,0.59
2018,8,4,8/4/2018,0.577
2018,8,5,8/5/2018,0.586
2018,8,6,8/6/2018,0.635
2018,8,7,8/7/2018,0.661
2018,8,8,8/8/2018,0.728
2018,8,9,8/9/2018,0.811
2018,8,10,8/10/2018,0.842
2018,8,11,8/11/2018,0.827
2018,8,12,8/12/2018,0.876
2018,8,13,8/13/2018,0.833
2018,8,14,8/14/2018,0.769
2018,8,15,8/15/2018,0.75
2018,8,16,8/16/2018,0.687
2018,8,17,8/17/2018,0.61
2018,8,18,8/18/2018,0.566
2018,8,19,8/19/2018,0.543
2018,8,20,8/20/2018,0.521
2018,8,21,8/21/2018,0.573
2018,8,22,8/22/2018,0.579
2018,8,23,8/23/2018,0.582
2018,8,24,8/24/2018,0.64
2018,8,25,8/25/2018,0.668
2018,8,26,8/26/2018,0.707
2018,8,27,8/27/2018,0.697
2018,8,28,8/28/2018,0.654
2018,8,29,8/29/2018,0.68
2018,8,30,8/30/2018,0.642
2018,8,31,8/31/2018,0.65
2018,9,1,9/1/2018,0.631
2018,9,2,9/2/2018,0.636
2018,9,3,9/3/2018,0.591
2018,9,4,9/4/2018,0.638
2018,9,5,9/5/2018,0.686
2018,9,6,9/6/2018,0.717
2018,9,7,9/7/2018,0.829
2018,9,8,9/8/2018,0.838
2018,9,9,9/9/2018,0.883
2018,9,10,9/10/2018,0.854
2018,9,11,9/11/2018,0.889
2018,9,12,9/12/2018,0.844
2018,9,13,9/13/2018,0.722
2018,9,14,9/14/2018,0.704
2018,9,15,9/15/2018,0.612
2018,9,16,9/16/2018,0.568
2018,9,17,9/17/2018,0.549
2018,9,18,9/18/2018,0.498
2018,9,19,9/19/2018,0.491
2018,9,20,9/20/2018,0.522
2018,9,21,9/21/2018,0.592
2018,9,22,9/22/2018,0.627
2018,9,23,9/23/2018,0.643
2018,9,24,9/24/2018,0.665
2018,9,25,9/25/2018,0.681
2018,9,26,9/26/2018,0.728
2018,9,27,9/27/2018,0.731
2018,9,28,9/28/2018,0.714
2018,9,29,9/29/2018,0.702
2018,9,30,9/30/2018,0.678
2018,10,1,10/1/2018,0.641
2018,10,2,10/2/2018,0.653
2018,10,3,10/3/2018,0.623
2018,10,4,10/4/2018,0.612
2018,10,5,10/5/2018,0.722
2018,10,6,10/6/2018,0.735
2018,10,7,10/7/2018,0.826
2018,10,8,10/8/2018,0.838
2018,10,9,10/9/2018,0.843
2018,10,10,10/10/2018,0.796
2018,10,11,10/11/2018,0.783
2018,10,12,10/12/2018,0.771
2018,10,13,10/13/2018,0.668
2018,10,14,10/14/2018,0.64
2018,10,15,10/15/2018,0.576
2018,10,16,10/16/2018,0.503
2018,10,17,10/17/2018,0.439
2018,10,18,10/18/2018,0.463
2018,10,19,10/19/2018,0.499
2018,10,20,10/20/2018,0.523
2018,10,21,10/21/2018,0.644
2018,10,22,10/22/2018,0.644
2018,10,23,10/23/2018,0.733
2018,10,24,10/24/2018,0.721
2018,10,25,10/25/2018,0.815
2018,10,26,10/26/2018,0.832
2018,10,27,10/27/2018,0.773
2018,10,28,10/28/2018,0.765
2018,10,29,10/29/2018,0.747
2018,10,30,10/30/2018,0.725
2018,10,31,10/31/2018,0.641
2018,11,1,11/1/2018,0.631
2018,11,2,11/2/2018,0.675
2018,11,3,11/3/2018,0.653
2018,11,4,11/4/2018,0.681
2018,11,5,11/5/2018,0.772
2018,11,6,11/6/2018,0.811
2018,11,7,11/7/2018,0.843
2018,11,8,11/8/2018,0.807
2018,11,9,11/9/2018,0.794
2018,11,10,11/10/2018,0.729
2018,11,11,11/11/2018,0.661
2018,11,12,11/12/2018,0.63
2018,11,13,11/13/2018,0.524
2018,11,14,11/14/2018,0.497
2018,11,15,11/15/2018,0.483
2018,11,16,11/16/2018,0.485
2018,11,17,11/17/2018,0.496
2018,11,18,11/18/2018,0.543
2018,11,19,11/19/2018,0.604
2018,11,20,11/20/2018,0.666
2018,11,21,11/21/2018,0.709
2018,11,22,11/22/2018,0.803
2018,11,23,11/23/2018,0.878
2018,11,24,11/24/2018,0.855
2018,11,25,11/25/2018,0.869
2018,11,26,11/26/2018,0.813
2018,11,27,11/27/2018,0.782
2018,11,28,11/28/2018,0.759
2018,11,29,11/29/2018,0.708
2018,11,30,11/30/2018,0.651
2018,12,1,12/1/2018,0.69
2018,12,2,12/2/2018,0.754
2018,12,3,12/3/2018,0.706
2018,12,4,12/4/2018,0.748
2018,12,5,12/5/2018,0.795
2018,12,6,12/6/2018,0.8
2018,12,7,12/7/2018,0.777
2018,12,8,12/8/2018,0.75
2018,12,9,12/9/2018,0.735
2018,12,10,12/10/2018,0.677
2018,12,11,12/11/2018,0.568
2018,12,12,12/12/2018,0.649
2018,12,13,12/13/2018,0.533
2018,12,14,12/14/2018,0.537
2018,12,15,12/15/2018,0.514
2018,12,16,12/16/2018,0.516
2018,12,17,12/17/2018,0.554
2018,12,18,12/18/2018,0.59
2018,12,19,12/19/2018,0.667
2018,12,20,12/20/2018,0.785
2018,12,21,12/21/2018,0.781
2018,12,22,12/22/2018,0.876
2018,12,23,12/23/2018,0.87
2018,12,24,12/24/2018,0.872
2018,12,25,12/25/2018,0.878
2018,12,26,12/26/2018,0.831
2018,12,27,12/27/2018,0.717
2018,12,28,12/28/2018,0.793
2018,12,29,12/29/2018,0.676
2018,12,30,12/30/2018,0.624
2018,12,31,12/31/2018,0.642
2019,1,1,1/1/2019,0.652
2019,1,2,1/2/2019,0.675
2019,1,3,1/3/2019,0.652
2019,1,4,1/4/2019,0.701
2019,1,5,1/5/2019,0.685
2019,1,6,1/6/2019,0.769
2019,1,7,1/7/2019,0.665
2019,1,8,1/8/2019,0.689
2019,1,9,1/9/2019,0.624
2019,1,10,1/10/2019,0.673
2019,1,11,1/11/2019,0.574
2019,1,12,1/12/2019,0.535
2019,1,13,1/13/2019,0.561
2019,1,14,1/14/2019,0.53
2019,1,15,1/15/2019,0.533
2019,1,16,1/16/2019,0.625
2019,1,17,1/17/2019,0.686
2019,1,18,1/18/2019,0.736
2019,1,19,1/19/2019,0.808
2019,1,20,1/20/2019,0.844
2019,1,21,1/21/2019,0.941
2019,1,22,1/22/2019,0.952
2019,1,23,1/23/2019,0.872
2019,1,24,1/24/2019,0.808
2019,1,25,1/25/2019,0.771
2019,1,26,1/26/2019,0.706
2019,1,27,1/27/2019,0.666
2019,1,28,1/28/2019,0.608
2019,1,29,1/29/2019,0.558
2019,1,30,1/30/2019,0.644
2019,1,31,1/31/2019,0.652
2019,2,1,2/1/2019,0.648
2019,2,2,2/2/2019,0.653
2019,2,3,2/3/2019,0.636
2019,2,4,2/4/2019,0.674
2019,2,5,2/5/2019,0.699
2019,2,6,2/6/2019,0.67
2019,2,7,2/7/2019,0.643
2019,2,8,2/8/2019,0.636
2019,2,9,2/9/2019,0.589
2019,2,10,2/10/2019,0.532
2019,2,11,2/11/2019,0.593
2019,2,12,2/12/2019,0.587
2019,2,13,2/13/2019,0.526
2019,2,14,2/14/2019,0.561
2019,2,15,2/15/2019,0.661
2019,2,16,2/16/2019,0.737
2019,2,17,2/17/2019,0.773
2019,2,18,2/18/2019,0.83
2019,2,19,2/19/2019,0.929
2019,2,20,2/20/2019,0.907
2019,2,21,2/21/2019,0.876
2019,2,22,2/22/2019,0.846
2019,2,23,2/23/2019,0.813
2019,2,24,2/24/2019,0.708
2019,2,25,2/25/2019,0.696
2019,2,26,2/26/2019,0.585
2019,2,27,2/27/2019,0.568
2019,2,28,2/28/2019,0.544
2019,3,1,3/1/2019,0.576
2019,3,2,3/2/2019,0.533
2019,3,3,3/3/2019,0.657
2019,3,4,3/4/2019,0.589
2019,3,5,3/5/2019,0.645
2019,3,6,3/6/2019,0.693
2019,3,7,3/7/2019,0.751
2019,3,8,3/8/2019,0.682
2019,3,9,3/9/2019,0.7
2019,3,10,3/10/2019,0.698
2019,3,11,3/11/2019,0.683
2019,3,12,3/12/2019,0.59
2019,3,13,3/13/2019,0.605
2019,3,14,3/14/2019,0.546
2019,3,15,3/15/2019,0.68
2019,3,16,3/16/2019,0.626
2019,3,17,3/17/2019,0.697
2019,3,18,3/18/2019,0.808
2019,3,19,3/19/2019,0.945
2019,3,20,3/20/2019,0.917
2019,3,21,3/21/2019,0.952
2019,3,22,3/22/2019,0.938
2019,3,23,3/23/2019,0.89
2019,3,24,3/24/2019,0.799
2019,3,25,3/25/2019,0.782
2019,3,26,3/26/2019,0.611
2019,3,27,3/27/2019,0.585
2019,3,28,3/28/2019,0.485
2019,3,29,3/29/2019,0.483
2019,3,30,3/30/2019,0.525
2019,3,31,3/31/2019,0.528
2019,4,1,4/1/2019,0.551
2019,4,2,4/2/2019,0.608
2019,4,3,4/3/2019,0.622
2019,4,4,4/4/2019,0.678
2019,4,5,4/5/2019,0.698
2019,4,6,4/6/2019,0.752
2019,4,7,4/7/2019,0.728
2019,4,8,4/8/2019,0.728
2019,4,9,4/9/2019,0.674
2019,4,10,4/10/2019,0.654
2019,4,11,4/11/2019,0.631
2019,4,12,4/12/2019,0.648
2019,4,13,4/13/2019,0.645
2019,4,14,4/14/2019,0.654
2019,4,15,4/15/2019,0.689
2019,4,16,4/16/2019,0.712
2019,4,17,4/17/2019,0.841
2019,4,18,4/18/2019,0.853
2019,4,19,4/19/2019,0.917
2019,4,20,4/20/2019,0.831
2019,4,21,4/21/2019,0.804
2019,4,22,4/22/2019,0.754
2019,4,23,4/23/2019,0.754
2019,4,24,4/24/2019,0.609
2019,4,25,4/25/2019,0.566
2019,4,26,4/26/2019,0.593
2019,4,27,4/27/2019,0.431
2019,4,28,4/28/2019,0.497
2019,4,29,4/29/2019,0.474
2019,4,30,4/30/2019,0.523
2019,5,1,5/1/2019,0.583
2019,5,2,5/2/2019,0.613
2019,5,3,5/3/2019,0.641
2019,5,4,5/4/2019,0.72
2019,5,5,5/5/2019,0.714
2019,5,6,5/6/2019,0.792
2019,5,7,5/7/2019,0.78
2019,5,8,5/8/2019,0.731
2019,5,9,5/9/2019,0.762
2019,5,10,5/10/2019,0.675
2019,5,11,5/11/2019,0.655
2019,5,12,5/12/2019,0.658
2019,5,13,5/13/2019,0.68
2019,5,14,5/14/2019,0.672
2019,5,15,5/15/2019,0.791
2019,5,16,5/16/2019,0.799
2019,5,17,5/17/2019,0.855
2019,5,18,5/18/2019,0.89
2019,5,19,5/19/2019,0.799
2019,5,20,5/20/2019,0.798
2019,5,21,5/21/2019,0.718
2019,5,22,5/22/2019,0.687
2019,5,23,5/23/2019,0.658
2019,5,24,5/24/2019,0.553
2019,5,25,5/25/2019,0.488
2019,5,26,5/26/2019,0.492
2019,5,27,5/27/2019,0.459
2019,5,28,5/28/2019,0.496
2019,5,29,5/29/2019,0.521
2019,5,30,5/30/2019,0.577
2019,5,31,5/31/2019,0.642
2019,6,1,6/1/2019,0.71
2019,6,2,6/2/2019,0.779
2019,6,3,6/3/2019,0.832
2019,6,4,6/4/2019,0.841
2019,6,5,6/5/2019,0.808
2019,6,6,6/6/2019,0.78
2019,6,7,6/7/2019,0.793
2019,6,8,6/8/2019,0.726
2019,6,9,6/9/2019,0.704
2019,6,10,6/10/2019,0.69
2019,6,11,6/11/2019,0.685
2019,6,12,6/12/2019,0.707
2019,6,13,6/13/2019,0.743
2019,6,14,6/14/2019,0.78
2019,6,15,6/15/2019,0.747
2019,6,16,6/16/2019,0.784
2019,6,17,6/17/2019,0.772
2019,6,18,6/18/2019,0.694
2019,6,19,6/19/2019,0.661
2019,6,20,6/20/2019,0.632
2019,6,21,6/21/2019,0.566
2019,6,22,6/22/2019,0.576
2019,6,23,6/23/2019,0.493
2019,6,24,6/24/2019,0.491
2019,6,25,6/25/2019,0.52
2019,6,26,6/26/2019,0.528
2019,6,27,6/27/2019,0.549
2019,6,28,6/28/2019,0.606
2019,6,29,6/29/2019,0.64
2019,6,30,6/30/2019,0.747
2019,7,1,7/1/2019,0.769
2019,7,2,7/2/2019,0.835
2019,7,3,7/3/2019,0.863
2019,7,4,7/4/2019,0.832
2019,7,5,7/5/2019,0.807
2019,7,6,7/6/2019,0.793
2019,7,7,7/7/2019,0.699
2019,7,8,7/8/2019,0.732
2019,7,9,7/9/2019,0.709
2019,7,10,7/10/2019,0.696
2019,7,11,7/11/2019,0.676
2019,7,12,7/12/2019,0.712
2019,7,13,7/13/2019,0.676
2019,7,14,7/14/2019,0.723
2019,7,15,7/15/2019,0.699
2019,7,16,7/16/2019,0.702
2019,7,17,7/17/2019,0.67
2019,7,18,7/18/2019,0.659
2019,7,19,7/19/2019,0.649
2019,7,20,7/20/2019,0.596
2019,7,21,7/21/2019,0.57
2019,7,22,7/22/2019,0.529
2019,7,23,7/23/2019,0.579
2019,7,24,7/24/2019,0.512
2019,7,25,7/25/2019,0.583
2019,7,26,7/26/2019,0.534
2019,7,27,7/27/2019,0.593
2019,7,28,7/28/2019,0.668
2019,7,29,7/29/2019,0.742
2019,7,30,7/30/2019,0.816
2019,7,31,7/31/2019,0.836
2019,8,1,8/1/2019,0.92
2019,8,2,8/2/2019,0.914
2019,8,3,8/3/2019,0.867
2019,8,4,8/4/2019,0.797
2019,8,5,8/5/2019,0.803
2019,8,6,8/6/2019,0.779
2019,8,7,8/7/2019,0.722
2019,8,8,8/8/2019,0.68
2019,8,9,8/9/2019,0.631
2019,8,10,8/10/2019,0.623
2019,8,11,8/11/2019,0.625
2019,8,12,8/12/2019,0.656
2019,8,13,8/13/2019,0.66
2019,8,14,8/14/2019,0.674
2019,8,15,8/15/2019,0.644
2019,8,16,8/16/2019,0.62
2019,8,17,8/17/2019,0.611
2019,8,18,8/18/2019,0.623
2019,8,19,8/19/2019,0.598
2019,8,20,8/20/2019,0.58
2019,8,21,8/21/2019,0.561
2019,8,22,8/22/2019,0.554
2019,8,23,8/23/2019,0.537
2019,8,24,8/24/2019,0.57
2019,8,25,8/25/2019,0.582
2019,8,26,8/26/2019,0.642
2019,8,27,8/27/2019,0.724
2019,8,28,8/28/2019,0.792
2019,8,29,8/29/2019,0.893
2019,8,30,8/30/2019,0.93
2019,8,31,8/31/2019,0.902
2019,9,1,9/1/2019,0.892
2019,9,2,9/2/2019,0.918
2019,9,3,9/3/2019,0.865
2019,9,4,9/4/2019,0.825
2019,9,5,9/5/2019,0.684
2019,9,6,9/6/2019,0.692
2019,9,7,9/7/2019,0.617
2019,9,8,9/8/2019,0.569
2019,9,9,9/9/2019,0.596
2019,9,10,9/10/2019,0.597
2019,9,11,9/11/2019,0.642
2019,9,12,9/12/2019,0.666
2019,9,13,9/13/2019,0.709
2019,9,14,9/14/2019,0.686
2019,9,15,9/15/2019,0.665
2019,9,16,9/16/2019,0.642
2019,9,17,9/17/2019,0.694
2019,9,18,9/18/2019,0.652
2019,9,19,9/19/2019,0.615
2019,9,20,9/20/2019,0.569
2019,9,21,9/21/2019,0.565
2019,9,22,9/22/2019,0.539
2019,9,23,9/23/2019,0.582
2019,9,24,9/24/2019,0.682
2019,9,25,9/25/2019,0.719
2019,9,26,9/26/2019,0.821
2019,9,27,9/27/2019,0.874
2019,9,28,9/28/2019,0.924
2019,9,29,9/29/2019,0.969
2019,9,30,9/30/2019,0.949
2019,10,1,10/1/2019,0.935
2019,10,2,10/2/2019,0.856
2019,10,3,10/3/2019,0.775
2019,10,4,10/4/2019,0.691
2019,10,5,10/5/2019,0.603
2019,10,6,10/6/2019,0.552
2019,10,7,10/7/2019,0.504
2019,10,8,10/8/2019,0.512
2019,10,9,10/9/2019,0.548
2019,10,10,10/10/2019,0.653
2019,10,11,10/11/2019,0.636
2019,10,12,10/12/2019,0.673
2019,10,13,10/13/2019,0.692
2019,10,14,10/14/2019,0.702
